Experiment,v1_mean,v2_mean,zr_mean,a_mean,ndt_mean,sndt_mean,alpha_mean,v1_median,v2_median,zr_median,a_median,ndt_median,sndt_median,alpha_median
4007_class_pictures_part_2.dat,1.1475469093585215,-2.2313777452356307,0.4268186605104298,1.5736692951237035,0.5059493550584339,0.014267406291452324,1.9478620331586776,1.1502277436932395,-2.2382669100816517,0.42631569407630243,1.5716707261717082,0.5058896963721626,0.013792304135044633,1.9610806052464351
3005_class_pictures_part_1.dat,2.115770109071613,-0.7800493962421358,0.3776439328545985,1.3133406748428138,0.5681318748998466,0.006910980612405074,1.9330874571192436,2.1223376070059583,-0.7734426949470178,0.3774807033764644,1.3130410765661549,0.5680498682623092,0.006052817731761306,1.9528629980014074
2003_class_words_part_2.dat,2.5250496153213624,-0.5044966846488813,0.4865123180652239,1.1625687746617857,0.5150224367123005,0.051050444354086934,1.890790815725114,2.5243427534637117,-0.5089842929223658,0.4870199519759544,1.1640449303481442,0.515123367159827,0.052370331051381225,1.9107589077284612
3025_class_words_part_2.dat,2.606915873605597,-2.2224927738806683,0.5782248833734914,0.8602264850388944,0.43917669437349,0.01926129804578892,1.8557888375853913,2.6052456667739,-2.203277931292922,0.5778931477725016,0.8633373564021165,0.4395378560226817,0.01911547667624043,1.8842917767911858
2015_class_pictures_part_2.dat,3.1853220533388087,-2.3894838142743335,0.4006226819191825,1.192800972985524,0.5748786430749202,0.015467992744123887,1.9399060368850467,3.1718210529829793,-2.3927900049881012,0.3996685261166591,1.1792605591886625,0.5751184868773036,0.015573010146198302,1.9584744747354472
001_class_words_part_2.dat,1.8365856962383142,-1.5919164415917646,0.528259587843467,0.8774469588405889,0.4445763718136144,0.03440571617600041,1.7378995556054633,1.8386354668564306,-1.5815415572869467,0.5287128254864384,0.8821953696499234,0.4436312636793765,0.03447947634837405,1.7531967878715744
2006_class_pictures_part_1.dat,2.34035533282545,-1.333212222300712,0.39395344560407203,1.2381179664763184,0.5843888415787876,0.02633952015538576,1.9171418913279976,2.348578536020195,-1.3370927716108145,0.39301003678801816,1.234176971294903,0.5842337493120993,0.024913880793432167,1.9360465649399643
1021_class_pictures_part_1.dat,2.9043898911440285,-2.9692195788153106,0.4867700116831994,1.8870662359854786,0.6032628204198648,0.004456104676413763,1.9572940957764136,2.8903546541653355,-2.965542859727168,0.48767185089761733,1.854141714389368,0.6059555050136021,0.0049861483373158655,1.9666026955942213
2014_class_words_part_2.dat,2.9075310629910147,-3.001166303414757,0.5406783706954023,1.1401736511923721,0.4580833527210648,0.008729709349428919,1.9803646756742928,2.9053620888793867,-3.002450829910786,0.5412132610309235,1.1332322793487335,0.4584817803656985,0.008628852618918104,1.9891283645887106
4010_class_words_part_1.dat,2.7285563107618,-2.3135102348961345,0.4193457461041215,0.9596293825598535,0.42064944732572557,0.02183836495664829,1.846232702960218,2.722658102981326,-2.3134997447803176,0.4179739515154365,0.9597050644190688,0.4207918960436106,0.021400069836385954,1.867160473089307
1011_class_words_part_1.dat,1.9942417185315995,-1.7826425915216713,0.5398814676386935,0.9720142013786032,0.46263770050318204,0.019877627893526175,1.763750046549151,1.9901027078749873,-1.7764404959819098,0.539181877780811,0.9756112766334843,0.46252128758003064,0.019022028757964937,1.7779029752710986
3008_class_words_part_1.dat,3.094072654169794,-2.349342251810711,0.4612050244950632,1.0359661496264876,0.43412952938256216,0.009935958316681918,1.9576516680262943,3.088859054355062,-2.362020908998705,0.46103811540995365,1.0311793465504193,0.4347393198577315,0.009606789830363185,1.9698172740012265
1018_class_pictures_part_1.dat,1.2917723457050347,-0.9249426910814675,0.44411402364346375,1.4039339706537262,0.6721233689453183,0.03907994240903655,1.8811788795005335,1.289741028084892,-0.9184958316262334,0.44374398178498764,1.4059993440733565,0.6720005637994575,0.038900607155036904,1.9133282154903104
4013_class_pictures_part_1.dat,1.8043211243380097,-2.4914515117264826,0.5094943556184001,1.3316126789631701,0.547413558402542,0.029796924185461624,1.8954332398678488,1.8020935512651586,-2.4854631393045565,0.5085923245137087,1.3156175587819015,0.5480347402965463,0.029104229500687813,1.9124436939241085
019_class_words_part_1.dat,1.8658805735517194,-1.7574049889322896,0.4869820234838252,1.4934329869051843,0.39502312483787877,-0.005308245148591774,1.8989936092142743,1.8618778394704443,-1.7453387973675742,0.48680920021046054,1.4898409947909899,0.3948149960474449,-0.004496632921234672,1.91179093181491
1027_class_pictures_part_1.dat,1.7561548623402679,-1.7096840587974111,0.42318931229922385,2.334434908295706,0.5319426575502947,0.04669716369844442,1.8814304144997531,1.7518621484013481,-1.6995779772453106,0.42246962174295194,2.314945761836201,0.5313951977565119,0.042369200711698474,1.9013295693948442
3018_class_words_part_1.dat,2.2021413172246267,-2.117856849314587,0.4087044576486303,1.5785884622947433,0.470487377115494,0.023062535090360034,1.8206916156612407,2.2010890856907954,-2.1033516631743043,0.40805685232653965,1.5628257756823212,0.4710690147193729,0.02125392847788586,1.8337038062006918
3016_class_words_part_2.dat,2.4184860523826663,-2.343108732935327,0.5652763267549435,1.5058658940769252,0.5057422898953898,0.0024224146777994957,1.9516356418428769,2.4177765234233317,-2.3411378539672305,0.5663195749773006,1.4924127535237277,0.5059839838429698,0.0025950280587607732,1.9580972574872064
